Truck_ID,Age,Total_KM_Driven,Fuel_Efficiency,Battery_Health,Service_Delay,Engine_Temp,Repair_Count,Status
T00437,5,78667,6.07,82.5,24,87.6,2,Truck Healthy
T00438,14,157898,2.87,60.8,25,103.3,6,High Risk
T00439,5,67550,6.39,80.3,14,83.3,1,Truck Healthy
T00440,11,119130,4.39,62.4,13,101.4,7,High Risk
T00441,9,115966,4.72,68.4,39,89.1,4,High Risk
T00442,4,58960,5.58,91.3,10,88.8,1,Truck Healthy
T00443,7,87744,4.77,80.4,9,94.6,0,Truck Healthy
T00444,13,146874,3.0,59.0,58,98.0,7,High Risk
T00445,8,75140,5.27,80.4,38,91.5,8,Service Required Soon
T00446,1,14774,6.52,97.9,55,76.6,0,Service Required Soon
T00447,11,104971,4.22,62.8,14,97.9,3,High Risk
T00448,4,43428,6.01,89.6,6,88.3,0,Truck Healthy
T00449,12,112120,3.7,68.3,46,92.9,2,High Risk
T00450,2,32253,5.84,95.8,6,82.3,0,Truck Healthy
T00451,2,28817,5.89,97.5,52,82.0,0,Service Required Soon
T00452,10,91190,4.76,65.9,53,93.1,4,High Risk
T00453,5,70946,6.12,84.7,38,85.7,0,Service Required Soon
T00454,0,9859,7.0,96.7,43,86.8,0,High Risk
T00455,7,98749,5.21,76.4,41,83.9,0,Service Required Soon
T00456,9,113932,4.57,71.4,2,92.3,4,Service Required Soon
T00457,5,51773,5.07,87.9,27,85.9,2,Truck Healthy
T00458,13,163609,3.47,59.2,24,95.9,4,High Risk
T00459,9,131003,4.54,70.6,18,93.5,1,Service Required Soon
T00460,3,45293,7.0,92.5,31,84.1,0,Service Required Soon
T00461,0,3109,7.0,100.0,38,80.9,0,Service Required Soon
T00462,1,24442,7.0,99.1,13,86.8,0,Truck Healthy
T00463,7,67315,5.62,74.7,34,94.3,1,Service Required Soon
T00464,8,64528,5.76,77.7,23,90.9,0,Truck Healthy
T00465,3,47432,6.44,90.2,37,83.8,2,Service Required Soon
T00466,3,35472,5.96,92.5,34,86.2,1,Service Required Soon
T00467,3,43730,6.18,95.3,58,84.7,1,Service Required Soon
T00468,10,142806,4.22,68.8,43,98.5,1,High Risk
T00469,0,4159,7.0,100.0,28,81.6,0,Truck Healthy
T00470,2,25188,6.53,96.4,14,79.3,1,Truck Healthy
T00471,9,79330,4.98,69.2,45,99.1,3,High Risk
T00472,7,77514,5.63,74.5,3,83.5,0,Truck Healthy
T00473,10,126865,3.95,67.2,42,102.4,3,High Risk
T00474,9,134084,4.92,76.7,38,93.5,3,High Risk
T00475,6,90003,5.98,77.3,25,87.2,1,Truck Healthy
T00476,14,154787,3.9,57.7,48,104.1,2,High Risk
T00477,5,53772,5.98,80.9,2,87.0,2,Truck Healthy
T00478,5,53329,5.9,88.1,41,93.3,1,Service Required Soon
T00479,5,51936,5.36,87.1,50,90.8,1,Service Required Soon
T00480,1,20480,6.29,94.0,47,82.4,0,Service Required Soon
T00481,12,138677,4.23,62.5,3,93.3,6,High Risk
T00482,6,93761,5.29,81.8,7,84.2,4,High Risk
T00483,7,80286,5.32,82.0,40,83.8,5,Service Required Soon
T00484,11,89840,4.9,69.9,25,93.8,1,High Risk
T00485,14,159143,3.51,56.1,50,101.2,0,High Risk
T00486,10,100217,4.24,74.2,41,96.4,4,High Risk
T00487,9,109751,4.82,77.6,41,93.7,2,High Risk
T00488,12,155060,3.32,68.3,40,94.1,1,High Risk
T00489,0,1106,6.73,100.0,3,79.4,0,Truck Healthy
T00490,9,135521,4.28,73.6,2,90.7,1,Service Required Soon
T00491,11,147703,4.89,67.7,14,94.3,4,High Risk
T00492,0,3064,6.37,100.0,23,79.4,0,Truck Healthy
T00493,3,34134,6.2,93.0,9,86.0,1,Truck Healthy
T00494,1,20954,6.54,95.7,30,85.6,1,Truck Healthy
T00495,1,12541,6.69,99.7,9,75.8,1,Truck Healthy
T00496,11,114162,3.99,69.5,11,99.6,2,High Risk
T00497,11,158880,4.31,66.5,5,93.7,2,High Risk
T00498,2,37205,6.59,91.2,26,80.5,0,Truck Healthy
T00499,3,40215,5.88,86.7,47,88.0,0,Service Required Soon
T00500,7,99222,5.42,81.1,24,95.0,5,Truck Healthy
T00501,5,58699,5.72,82.6,41,85.9,3,Service Required Soon
T00502,8,99729,5.16,76.1,34,88.8,2,Service Required Soon
T00503,4,64663,6.42,83.1,29,81.0,1,Truck Healthy
T00504,9,82068,4.63,68.3,20,95.7,3,High Risk
T00505,4,46445,5.47,86.9,28,85.4,5,Truck Healthy
T00506,2,28412,6.26,96.6,48,86.4,1,Service Required Soon
T00507,1,23277,6.72,96.3,46,83.9,0,Service Required Soon
T00508,7,106042,5.01,76.2,24,96.8,3,Truck Healthy
T00509,4,60514,6.35,84.4,59,88.4,0,Service Required Soon
T00510,3,39051,6.6,91.8,30,82.2,1,Truck Healthy
T00511,8,76849,5.3,74.1,37,88.3,3,Service Required Soon
T00512,1,11068,6.55,100.0,29,86.6,1,Truck Healthy
T00513,6,55088,5.67,77.7,20,87.8,1,Truck Healthy
T00514,5,72890,5.18,88.2,39,93.7,4,Service Required Soon
T00515,3,33257,6.95,94.6,5,80.5,2,Truck Healthy
T00516,4,61130,6.08,87.0,3,89.4,0,Truck Healthy
T00517,11,116405,3.93,62.7,50,95.7,2,High Risk
T00518,9,110431,4.21,75.5,18,90.1,3,High Risk
T00519,10,140904,4.58,72.5,13,87.8,2,Service Required Soon
T00520,14,147223,3.93,53.3,10,102.6,2,High Risk
T00521,1,23000,7.0,97.0,57,85.9,1,Service Required Soon
T00522,12,155732,3.54,62.2,2,104.4,2,High Risk
T00523,13,144618,3.27,56.7,59,96.9,1,Truck Healthy
T00524,12,164531,3.73,61.6,9,95.3,4,High Risk
T00525,5,67674,5.81,86.4,29,90.5,2,Truck Healthy
T00526,3,49864,6.95,95.0,42,90.5,1,Service Required Soon
T00527,1,22888,6.88,95.8,30,78.8,0,Truck Healthy
T00528,3,37725,5.99,95.6,25,89.0,0,Truck Healthy
T00529,0,5086,6.58,100.0,3,75.2,0,Truck Healthy
T00530,9,87764,5.02,73.8,5,93.9,4,Service Required Soon
T00531,11,103508,4.24,62.1,22,96.6,1,High Risk
T00532,5,77719,6.68,80.9,29,89.6,2,Truck Healthy
T00533,9,81963,4.66,73.5,36,91.4,0,High Risk
T00534,12,170706,4.65,64.8,34,100.5,3,High Risk
T00535,12,143880,3.71,61.9,29,96.5,1,High Risk
T00536,5,49799,6.26,86.9,5,81.0,3,Truck Healthy
T00537,8,95112,5.29,72.4,46,87.4,2,Service Required Soon
T00538,14,144451,3.95,55.3,45,96.0,2,High Risk
T00539,0,8246,7.0,96.0,56,73.4,0,Service Required Soon
T00540,6,62632,5.53,86.7,37,89.8,0,Service Required Soon
T00541,12,159754,3.99,68.2,24,98.2,5,High Risk
T00542,12,161520,3.21,64.0,47,102.5,7,High Risk
T00543,7,76234,5.62,83.7,46,94.8,2,Service Required Soon
T00544,1,10562,6.37,100.0,15,78.8,0,Truck Healthy
T00545,14,179632,3.26,55.1,26,106.4,5,High Risk
T00546,4,58480,5.78,91.0,38,87.1,1,Service Required Soon
T00547,12,173989,3.98,67.5,37,100.3,2,High Risk
T00548,4,66310,5.43,91.3,54,85.0,2,Service Required Soon
T00549,10,140577,4.99,67.6,42,94.1,2,High Risk
T00550,0,3791,6.54,99.0,46,87.1,0,Service Required Soon
T00551,4,46637,6.55,88.3,3,92.4,2,Truck Healthy
T00552,11,99087,4.84,64.3,42,99.5,2,High Risk
T00553,7,61325,5.04,81.4,18,91.3,1,Truck Healthy
T00554,13,131185,4.04,56.6,21,99.2,5,High Risk
T00555,8,96298,5.53,76.7,22,97.8,3,Truck Healthy
T00556,3,43482,6.46,91.9,24,79.6,1,Truck Healthy
T00557,13,163955,3.41,62.1,38,99.9,2,High Risk
T00558,7,68714,5.43,76.3,20,97.1,3,Truck Healthy
T00559,9,125418,4.94,74.9,28,89.4,4,Service Required Soon
T00560,4,44374,6.63,89.3,12,86.1,3,Truck Healthy
T00561,1,17016,6.96,95.8,7,83.1,0,Truck Healthy
T00562,14,129240,4.3,56.3,34,101.0,5,High Risk
T00563,4,60158,5.44,85.8,18,91.1,1,Truck Healthy
T00564,13,106632,4.06,56.7,11,92.8,3,High Risk
T00565,13,191311,3.57,57.4,44,95.8,0,High Risk
T00566,1,16951,6.33,94.0,26,86.2,1,Truck Healthy
T00567,11,127519,4.52,62.3,29,94.2,4,High Risk
T00568,6,86230,5.16,85.7,59,91.5,0,Service Required Soon
T00569,14,129432,3.19,57.0,48,99.7,9,High Risk
T00570,3,36693,6.17,93.5,10,86.9,2,Truck Healthy
T00571,13,185972,3.16,60.2,10,101.8,5,High Risk
T00572,8,79624,4.9,71.5,50,94.4,3,Service Required Soon
T00573,3,32942,5.54,93.0,22,88.8,0,Truck Healthy
T00574,9,105930,4.96,74.9,35,97.8,2,High Risk
T00575,10,138399,4.93,72.5,19,89.5,4,Service Required Soon
T00576,14,176854,3.17,56.2,28,100.5,5,High Risk
T00577,9,96510,4.92,71.1,25,88.8,3,Service Required Soon
T00578,13,174756,3.67,57.2,38,98.1,6,High Risk
T00579,11,169678,3.77,71.7,44,89.0,3,High Risk
T00580,8,114116,4.18,77.1,57,92.2,0,Service Required Soon
T00581,7,98103,4.26,83.2,50,90.9,2,Service Required Soon
T00582,11,121614,4.6,71.9,34,91.7,5,High Risk
T00583,14,213946,3.51,60.7,6,102.1,8,High Risk
T00584,1,14815,7.0,99.5,24,87.1,0,Truck Healthy
T00585,2,26216,5.87,95.3,35,84.5,0,Service Required Soon
T00586,8,76515,5.35,73.2,35,86.7,2,Service Required Soon
T00587,12,109560,3.92,62.3,3,97.4,6,High Risk
T00588,9,100183,4.17,69.7,35,92.8,6,High Risk
T00589,0,2498,6.66,100.0,17,80.7,0,Truck Healthy
T00590,11,112725,3.79,62.1,4,97.2,4,High Risk
T00591,6,94912,5.44,77.4,17,84.7,6,Truck Healthy
T00592,14,206979,3.79,58.1,3,102.5,6,High Risk
T00593,7,103219,5.48,80.7,36,85.2,6,Service Required Soon
T00594,8,112113,5.17,72.7,45,89.0,2,Service Required Soon
T00595,3,42762,6.5,90.4,23,86.4,3,Truck Healthy
T00596,3,38213,5.68,94.6,38,89.1,3,Service Required Soon
T00597,8,125880,4.47,77.6,15,97.4,1,Truck Healthy
T00598,3,36148,5.93,91.3,26,83.9,1,Truck Healthy
T00599,13,128044,3.69,56.2,44,100.9,1,High Risk
T00600,11,102972,4.51,69.4,22,92.1,4,High Risk
T00601,0,742,6.9,100.0,26,79.8,0,Truck Healthy
T00602,0,558,6.81,97.7,21,80.6,0,Truck Healthy
T00603,6,62346,5.58,86.1,46,84.2,0,Service Required Soon
T00604,6,63144,5.83,83.8,40,86.7,1,Service Required Soon
T00605,3,49465,7.0,90.8,0,88.7,1,Truck Healthy
T00606,6,57412,5.69,81.1,58,92.8,0,Service Required Soon
T00607,14,150259,3.96,60.2,26,102.4,3,High Risk
T00608,11,107661,4.22,65.9,5,99.4,3,High Risk
T00609,3,49145,7.0,90.8,51,83.2,1,Service Required Soon
T00610,8,103065,4.63,74.9,41,93.1,1,Service Required Soon
T00611,5,48973,6.31,84.1,51,87.4,1,Service Required Soon
T00612,1,20567,7.0,96.3,44,80.2,0,High Risk
T00613,8,93268,5.0,78.2,56,85.3,1,Service Required Soon
T00614,6,67815,5.33,83.8,59,84.5,5,Service Required Soon
T00615,1,14528,6.42,95.7,21,85.0,0,Truck Healthy
T00616,7,83376,5.38,79.3,25,85.4,1,Truck Healthy
T00617,4,48067,6.07,83.7,33,88.9,0,Service Required Soon
T00618,2,30043,6.97,94.6,0,80.5,1,Truck Healthy
T00619,14,137395,3.64,58.9,13,100.6,4,High Risk
T00620,0,2234,6.93,96.4,27,87.0,0,Truck Healthy
T00621,0,7671,6.67,95.9,29,78.0,0,Truck Healthy
T00622,12,175601,3.18,64.1,29,101.0,1,High Risk
T00623,14,154951,3.79,62.8,46,102.9,4,High Risk
T00624,8,106355,4.98,74.5,52,86.5,3,Service Required Soon
T00625,0,4684,6.82,96.3,59,72.8,0,Service Required Soon
T00626,6,86942,4.94,86.6,40,85.7,1,Service Required Soon
T00627,8,98948,4.27,79.8,28,94.0,1,Truck Healthy
T00628,13,132944,3.08,59.9,6,101.3,1,High Risk
T00629,0,9351,6.96,95.3,4,80.8,0,Truck Healthy
T00630,12,107598,4.57,60.7,38,96.6,6,High Risk
T00631,2,25447,6.68,91.7,45,84.5,0,Service Required Soon
T00632,0,320,7.0,100.0,44,85.3,0,Service Required Soon
T00633,6,81759,4.66,77.1,33,82.2,1,Service Required Soon
T00634,10,106666,4.26,74.6,35,92.0,6,High Risk
T00635,12,105425,3.7,62.7,9,98.2,3,High Risk
T00636,1,16329,6.7,94.7,13,77.0,0,Truck Healthy
T00637,11,111421,3.83,69.0,24,96.8,1,High Risk
T00638,6,81066,4.86,85.4,1,85.0,1,Truck Healthy
T00639,6,89595,5.42,85.1,58,91.8,1,Service Required Soon
T00640,9,124077,4.53,72.2,18,95.9,3,Service Required Soon
T00641,9,133375,5.14,70.6,5,95.4,5,Service Required Soon
T00642,13,152947,3.53,60.7,30,98.1,6,Truck Healthy
T00643,9,84975,4.33,77.9,9,93.0,3,Service Required Soon
T00644,2,27811,6.17,95.0,38,85.8,1,Service Required Soon
T00645,12,139697,3.55,60.0,6,99.7,2,High Risk
T00646,12,166223,4.86,62.4,2,101.7,3,High Risk
T00647,5,47914,5.67,88.3,18,82.6,2,Service Required Soon
T00648,13,137980,3.55,57.7,53,101.8,3,High Risk
T00649,3,46202,6.24,89.0,38,81.2,0,Service Required Soon
T00650,13,126519,4.24,61.7,8,103.6,2,High Risk
T00651,9,112878,4.64,68.0,39,93.6,1,High Risk
T00652,5,63715,5.04,89.0,2,87.2,2,Truck Healthy
T00653,1,15248,6.19,96.1,25,81.1,0,Truck Healthy
T00654,12,179657,3.5,62.4,28,98.4,3,High Risk
T00655,4,59434,6.12,83.0,59,83.3,2,Service Required Soon
T00656,2,28786,6.62,94.4,45,82.4,0,Service Required Soon
T00657,13,129925,3.18,57.0,11,97.5,7,High Risk
T00658,6,70337,5.4,81.6,35,92.7,0,Truck Healthy
T00659,0,4028,7.0,100.0,32,82.9,0,Service Required Soon
T00660,10,141922,4.02,71.9,4,95.0,3,Service Required Soon
T00661,10,110613,4.63,71.2,4,97.7,6,Service Required Soon
T00662,6,58008,5.62,81.6,53,92.9,4,Service Required Soon
T00663,4,44260,6.08,91.0,6,81.8,3,Truck Healthy
T00664,5,59372,5.8,86.6,21,87.1,0,Truck Healthy
T00665,8,74319,4.9,73.8,45,94.3,0,Service Required Soon
T00666,1,17123,7.0,96.3,59,84.2,0,Service Required Soon
T00667,10,139269,4.08,68.2,18,90.2,4,High Risk
T00668,0,3757,6.85,100.0,48,73.8,0,Service Required Soon
T00669,14,206570,3.12,54.0,13,104.6,2,High Risk
T00670,3,36631,6.57,92.7,46,81.7,1,Service Required Soon
T00671,9,78538,4.98,73.5,44,91.2,0,High Risk
T00672,12,175586,3.13,64.3,57,98.9,5,Service Required Soon
T00673,12,182207,4.15,65.3,53,98.3,3,High Risk
T00674,2,33863,7.0,95.0,16,79.7,1,Truck Healthy
T00675,3,51255,6.23,93.7,42,84.0,0,Service Required Soon
T00676,11,111341,4.12,71.0,51,100.9,4,High Risk
T00677,14,215569,3.72,56.4,42,104.0,5,High Risk
T00678,14,188432,3.64,54.2,38,105.2,10,High Risk
T00679,1,17615,7.0,93.6,9,89.3,1,Truck Healthy
T00680,12,151073,4.14,68.2,26,99.9,1,High Risk
T00681,0,7515,6.7,100.0,27,77.4,0,Truck Healthy
T00682,10,91880,4.49,70.5,29,92.2,1,Service Required Soon
T00683,1,9869,6.76,99.7,45,78.4,0,Service Required Soon
T00684,3,27945,6.41,87.6,47,82.2,0,Service Required Soon
T00685,9,128837,3.9,68.2,55,98.9,4,High Risk
T00686,7,99732,5.61,82.0,33,93.1,3,Service Required Soon
T00687,3,52213,5.75,86.5,27,86.2,0,Truck Healthy
T00688,3,54323,6.9,89.0,28,88.1,1,Truck Healthy
T00689,14,156132,2.57,62.2,51,103.5,1,High Risk
T00690,8,85733,4.5,74.6,40,95.8,3,Service Required Soon
T00691,11,123425,4.6,62.6,39,101.3,2,High Risk
T00692,1,21001,6.85,93.6,44,82.6,2,Service Required Soon
T00693,7,69584,4.85,81.4,36,97.5,3,Service Required Soon
T00694,14,176890,3.28,60.1,28,99.1,2,High Risk
T00695,3,28090,5.68,87.9,17,89.2,0,Truck Healthy
T00696,6,62029,5.78,85.7,11,85.2,3,Truck Healthy
T00697,8,77263,5.18,71.2,58,96.6,2,Service Required Soon
T00698,9,120774,4.45,72.2,41,87.2,1,High Risk
T00699,10,96997,4.14,74.2,46,91.0,4,High Risk
T00700,7,99028,4.58,83.8,23,90.7,2,Truck Healthy
T00701,13,151270,3.53,64.6,42,100.0,5,High Risk
T00702,5,69537,5.85,89.6,31,91.4,2,Service Required Soon
T00703,3,38923,5.9,87.7,5,80.7,1,Truck Healthy
T00704,11,151734,3.72,71.4,51,94.9,6,High Risk
T00705,10,93259,4.65,69.0,4,94.0,2,High Risk
T00706,9,129607,4.45,68.2,7,93.7,2,High Risk
T00707,5,58198,5.15,84.1,36,85.7,1,Service Required Soon
T00708,6,64812,5.01,77.4,51,83.3,2,Service Required Soon
T00709,4,39643,5.62,84.2,51,84.7,2,Service Required Soon
T00710,4,34253,6.26,89.6,23,87.1,1,Truck Healthy
T00711,9,104931,5.08,68.7,7,93.0,2,High Risk
T00712,9,92476,3.64,70.7,12,95.2,2,High Risk
T00713,5,77234,5.41,80.3,16,88.0,1,Truck Healthy
T00714,6,60522,6.32,82.2,1,81.8,1,Truck Healthy
T00715,12,185987,3.34,59.4,17,96.2,5,High Risk
T00716,14,183341,3.44,61.8,56,103.4,5,High Risk
T00717,12,178502,3.67,60.0,48,104.9,3,High Risk
T00718,7,95023,5.68,77.6,52,85.8,0,Service Required Soon
T00719,11,158418,4.47,70.2,51,98.9,3,High Risk
T00720,6,92204,5.0,81.5,19,83.4,1,Truck Healthy
T00721,0,2413,6.93,100.0,40,80.9,0,Service Required Soon
T00722,4,64687,5.4,88.2,18,80.2,1,Truck Healthy
T00723,8,79416,4.84,73.8,28,91.1,2,Truck Healthy
T00724,1,18016,6.98,94.5,18,84.4,0,Truck Healthy
T00725,7,82530,4.87,74.8,13,92.6,1,Truck Healthy
T00726,0,1750,6.89,100.0,11,82.7,0,Service Required Soon
T00727,6,65971,5.41,78.5,54,87.0,2,Service Required Soon
T00728,6,82428,5.31,79.7,30,89.7,2,Truck Healthy
T00729,6,75641,5.69,86.7,16,87.3,1,Truck Healthy
T00730,14,194321,3.38,53.4,15,107.8,5,High Risk
T00731,10,134260,4.07,65.6,55,94.6,0,High Risk
T00732,4,58861,5.77,86.7,38,92.6,2,Service Required Soon
T00733,1,12141,7.0,100.0,12,84.0,0,Truck Healthy
T00734,1,17731,6.29,100.0,4,83.2,0,Truck Healthy
T00735,5,59619,6.33,82.1,51,89.6,3,Service Required Soon
T00736,12,142819,4.46,66.5,37,94.5,3,High Risk
T00737,4,43966,6.12,85.2,19,88.1,1,Truck Healthy
T00738,9,130965,4.93,74.5,1,91.1,1,Service Required Soon
T00739,1,18749,6.04,100.0,43,80.0,0,Service Required Soon
T00740,9,96622,4.28,68.4,4,96.0,3,High Risk
T00741,7,88190,4.57,77.0,35,89.9,3,Service Required Soon
T00742,10,116518,3.77,68.7,44,92.8,4,High Risk
T00743,0,8498,7.0,100.0,26,84.5,0,Truck Healthy
T00744,9,88030,4.01,70.7,5,90.7,1,Service Required Soon
T00745,3,29942,5.33,86.3,50,78.1,0,Service Required Soon
T00746,9,114788,4.53,73.7,56,93.7,2,High Risk
T00747,0,4252,7.0,100.0,25,82.8,0,Truck Healthy
T00748,4,69588,5.87,88.1,56,87.1,2,Service Required Soon
T00749,8,106086,5.61,75.7,23,87.6,2,Truck Healthy
T00750,1,10456,6.31,97.9,31,81.5,0,Service Required Soon
T00751,4,60652,6.08,92.0,47,85.9,0,Service Required Soon
T00752,13,115778,3.94,63.0,0,94.3,7,High Risk
T00753,6,85261,5.51,78.3,55,85.2,1,Service Required Soon
T00754,0,4508,6.89,100.0,49,83.3,0,Service Required Soon
T00755,8,89476,5.22,72.5,39,90.3,2,Service Required Soon
T00756,0,6122,7.0,100.0,58,76.8,0,Truck Healthy
T00757,13,156362,3.55,64.1,11,103.2,4,High Risk
T00758,5,67911,5.03,80.9,34,85.6,1,Service Required Soon
T00759,3,42999,6.85,91.9,12,87.1,1,Truck Healthy
T00760,12,160608,4.75,63.1,28,102.2,3,High Risk
T00761,6,93344,6.27,85.8,49,85.5,1,High Risk
T00762,9,84745,4.15,71.5,18,89.5,3,Service Required Soon
T00763,2,33345,5.97,89.1,26,88.6,1,Truck Healthy
T00764,8,88329,5.24,76.4,49,94.4,1,Service Required Soon
T00765,13,176613,3.38,60.3,54,100.8,1,High Risk
T00766,7,64355,5.42,77.5,14,86.3,0,Truck Healthy
T00767,1,18773,6.48,100.0,35,76.1,0,Service Required Soon
T00768,11,163044,4.15,71.9,22,93.1,4,High Risk
T00769,4,39891,5.97,83.5,43,88.6,2,Service Required Soon
T00770,3,38114,6.57,91.4,38,86.2,2,Service Required Soon
T00771,6,68442,5.09,79.4,37,83.4,1,Service Required Soon
T00772,9,120675,5.57,69.0,25,101.2,2,High Risk
T00773,8,81755,5.34,74.9,38,87.6,6,Service Required Soon
T00774,9,127446,4.65,68.0,30,86.9,3,High Risk
T00775,1,19073,6.72,94.6,52,81.5,1,Service Required Soon
T00776,11,106016,4.91,65.6,36,98.9,5,High Risk
T00777,8,108964,4.08,73.2,42,92.3,3,Truck Healthy
T00778,6,80753,5.59,79.9,29,90.1,1,Truck Healthy
T00779,13,141835,3.77,59.5,21,95.0,5,High Risk
T00780,12,165619,4.12,61.1,31,101.2,3,High Risk
T00781,1,11709,6.04,96.1,44,79.1,0,Service Required Soon
T00782,4,50361,6.24,85.9,31,83.7,0,Service Required Soon
T00783,12,124772,3.26,64.7,24,100.1,1,High Risk
T00784,6,63179,4.8,85.2,11,96.4,0,Truck Healthy
T00785,14,200645,3.88,58.5,7,103.8,3,High Risk
T00786,12,124203,4.12,65.9,38,92.8,5,High Risk
T00787,4,54260,5.27,83.0,2,89.8,1,Truck Healthy
T00788,10,124399,5.31,73.0,39,97.8,0,High Risk
T00789,9,111348,4.75,74.0,48,93.0,3,High Risk
T00790,3,38119,6.11,88.9,44,82.3,0,Service Required Soon
T00791,10,106470,3.92,69.4,0,98.1,3,High Risk
T00792,7,68875,6.22,83.9,32,90.7,1,Service Required Soon
T00793,9,99638,5.19,73.9,19,92.5,8,Service Required Soon
T00794,5,73576,6.14,80.7,0,93.5,5,Truck Healthy
T00795,3,44703,5.9,93.0,10,85.7,1,Truck Healthy
T00796,8,84987,6.09,79.2,1,90.5,4,Truck Healthy
T00797,9,100951,4.61,69.3,56,92.9,2,High Risk
T00798,9,114619,4.89,68.1,9,93.8,2,High Risk
T00799,3,33264,5.65,94.0,50,86.6,1,Service Required Soon
T00800,5,44983,5.79,89.5,50,89.0,3,Truck Healthy
T00801,3,29639,6.41,94.0,29,85.4,1,Truck Healthy
T00802,10,102981,4.46,68.6,13,97.7,4,High Risk
T00803,4,56350,6.73,92.0,29,88.4,3,Truck Healthy
T00804,1,13925,6.38,100.0,30,83.8,0,Truck Healthy
T00805,7,61617,5.85,80.2,19,91.1,1,Truck Healthy
T00806,4,54283,6.4,83.5,53,90.0,1,Service Required Soon
T00807,7,80240,4.94,81.6,58,90.0,3,Service Required Soon
T00808,1,21481,6.62,99.7,12,76.5,0,Truck Healthy
T00809,1,11007,6.98,100.0,4,79.3,1,Truck Healthy
T00810,7,67209,5.33,77.7,15,88.2,4,Truck Healthy
T00811,12,127538,4.48,64.2,14,99.6,6,High Risk
T00812,8,102764,5.09,75.0,47,90.0,2,Service Required Soon
T00813,13,195386,4.21,58.1,11,104.3,2,High Risk
T00814,14,198466,4.18,62.6,23,100.6,1,High Risk
T00815,3,39032,6.53,90.9,17,87.1,2,Truck Healthy
T00816,9,96159,4.99,70.4,24,89.6,1,Truck Healthy
T00817,13,146236,3.86,60.1,40,102.3,4,High Risk
T00818,3,43086,6.01,88.3,38,88.6,1,Service Required Soon
T00819,7,79330,5.05,81.4,7,98.0,3,Truck Healthy
T00820,8,85723,4.85,73.3,57,83.6,1,High Risk
T00821,14,155352,4.4,58.6,23,105.7,5,High Risk
T00822,2,25062,7.0,98.1,43,85.6,2,Service Required Soon
T00823,13,189648,4.05,65.8,19,97.5,3,High Risk
T00824,11,160790,3.76,64.9,42,96.8,2,High Risk
T00825,11,141445,4.07,65.1,22,89.1,3,High Risk
T00826,7,101130,6.04,77.6,55,86.8,3,High Risk
T00827,10,120769,4.23,65.1,55,97.3,2,High Risk
T00828,2,25077,6.73,89.3,42,77.9,0,Service Required Soon
T00829,2,22352,6.35,89.4,24,85.8,0,Truck Healthy
T00830,13,185491,3.83,58.2,36,99.3,3,High Risk
T00831,3,45123,6.49,93.1,21,84.1,2,Truck Healthy
T00832,5,61667,6.26,84.9,25,90.2,2,Truck Healthy
T00833,5,44011,6.12,88.4,59,83.4,3,Service Required Soon
T00834,2,27460,6.13,91.5,4,83.4,1,Truck Healthy
T00835,6,83254,5.89,83.3,5,89.9,0,Truck Healthy
T00836,7,70581,6.07,79.9,24,90.6,0,Truck Healthy
T00837,3,47358,6.17,91.8,9,87.4,2,Truck Healthy
T00838,12,162852,3.92,65.9,55,104.6,3,High Risk
T00839,4,51204,6.41,90.5,20,87.3,3,Truck Healthy
T00840,10,138910,4.7,71.9,39,93.1,3,High Risk
T00841,10,115356,4.98,70.6,47,103.3,4,High Risk
T00842,1,13445,7.0,93.9,24,77.2,0,Truck Healthy
T00843,13,163161,3.67,61.3,24,101.1,4,High Risk
T00844,8,98114,4.62,79.5,10,95.8,0,Truck Healthy
T00845,14,183433,4.11,55.4,56,103.7,6,Service Required Soon
T00846,1,12179,6.88,96.1,59,79.0,2,Service Required Soon
T00847,14,198082,3.69,53.3,2,100.7,1,High Risk
T00848,2,21462,6.62,92.9,47,87.5,0,Service Required Soon
T00849,8,73479,4.73,78.9,0,88.3,1,Truck Healthy
T00850,14,198186,3.79,57.0,26,102.0,3,High Risk
T00851,12,120427,4.07,61.3,0,103.3,4,High Risk
T00852,8,73437,5.06,73.2,7,93.2,2,Truck Healthy
T00853,3,43773,5.8,87.1,30,85.3,3,Truck Healthy
T00854,1,21329,6.58,100.0,47,82.8,0,Service Required Soon
T00855,5,45901,6.32,84.2,8,84.7,2,Truck Healthy
T00856,5,78499,5.67,83.0,31,91.5,1,Service Required Soon
T00857,7,106851,4.39,79.4,18,87.7,3,Truck Healthy
T00858,5,79370,5.79,81.4,33,93.6,2,Service Required Soon
T00859,6,90307,5.12,82.8,11,87.4,3,Truck Healthy
T00860,12,183293,3.77,61.8,11,93.3,2,Service Required Soon
T00861,5,50213,5.08,82.2,28,85.5,2,Truck Healthy
T00862,9,92456,4.48,70.7,41,93.2,3,High Risk
T00863,1,14589,7.0,98.6,36,84.4,0,Service Required Soon
T00864,0,5119,6.92,97.4,13,73.8,0,Service Required Soon
T00865,13,166847,3.65,56.9,59,101.3,3,High Risk
T00866,3,41687,5.98,94.6,24,88.2,0,Truck Healthy
T00867,6,54806,5.94,86.4,0,92.1,0,Truck Healthy
T00868,4,57973,6.37,89.6,2,91.2,0,Truck Healthy
T00869,4,56984,6.37,90.3,41,84.3,3,Service Required Soon
T00870,8,94074,4.66,71.5,21,89.8,2,Truck Healthy
T00871,11,144722,4.3,63.4,1,89.0,3,High Risk
T00872,8,103610,5.33,75.2,11,85.9,1,Truck Healthy
